Date,Open,High,Low,Close,Adj Close,Volume
2020-01-28,141.669998,142.589996,141.669998,142.580002,142.580002,234500
2020-01-29,142.580002,142.580002,141.550003,141.550003,141.550003,116900
2020-01-30,140.500000,141.190002,139.729996,141.080002,141.080002,111400
2020-01-31,140.050003,140.600006,138.509995,138.839996,138.839996,281600
2020-02-03,138.679993,139.880005,138.550003,138.919998,138.919998,160600
2020-02-04,140.740005,141.630005,140.529999,140.949997,140.949997,208100
2020-02-05,142.199997,142.199997,141.460007,141.720001,141.720001,104100
2020-02-06,144.000000,144.389999,143.059998,143.850006,143.850006,204600
2020-02-07,142.990005,143.160004,142.259995,142.339996,142.339996,98000
2020-02-10,140.929993,141.899994,140.710007,141.279999,141.279999,135800
2020-02-11,141.990005,142.339996,141.699997,142.110001,142.110001,151200
2020-02-12,142.000000,142.660004,141.949997,142.429993,142.429993,99100
2020-02-13,141.000000,141.460007,140.779999,141.100006,141.100006,135900
2020-02-14,140.600006,140.990005,139.759995,140.149994,140.149994,139200
2020-02-18,139.059998,140.000000,138.580002,139.380005,139.380005,275800
2020-02-19,137.630005,138.679993,137.520004,137.839996,137.839996,315200
2020-02-20,138.630005,139.410004,138.240005,139.110001,139.110001,241000
2020-02-21,139.300003,139.809998,138.639999,139.039993,139.039993,150600
2020-02-24,135.119995,135.309998,134.009995,134.490005,134.490005,398800
2020-02-25,136.259995,136.259995,133.300003,134.029999,134.029999,317700
2020-02-26,135.199997,136.279999,134.619995,135.130005,135.130005,316800
2020-02-27,133.160004,133.729996,131.229996,131.399994,131.399994,304700
2020-02-28,128.850006,130.800003,128.000000,130.750000,130.750000,367900
2020-03-02,131.000000,132.979996,130.139999,132.710007,132.710007,264200
2020-03-03,132.449997,133.990005,130.020004,130.949997,130.949997,289000
2020-03-04,129.500000,131.990005,129.000000,131.850006,131.850006,244600
2020-03-05,129.500000,129.830002,128.800003,129.199997,129.199997,401900
2020-03-06,127.419998,127.879997,126.199997,127.110001,127.110001,292200
2020-03-09,122.599998,125.690002,122.239998,122.790001,122.790001,435200
2020-03-10,126.290001,127.000000,123.239998,126.989998,126.989998,462100
2020-03-11,125.160004,126.230003,122.610001,122.790001,122.790001,565500
2020-03-12,118.779999,118.779999,111.480003,112.199997,112.199997,536300
2020-03-13,117.180000,117.269997,111.589996,116.230003,116.230003,448700
2020-03-16,110.000000,112.510002,108.010002,108.500000,108.500000,409400
2020-03-17,115.610001,119.709999,113.699997,118.889999,118.889999,743300
2020-03-18,115.870003,119.279999,112.040001,116.070000,116.070000,579800
2020-03-19,118.120003,120.410004,116.959999,118.230003,118.230003,481000
2020-03-20,120.000000,121.849998,116.459999,116.459999,116.459999,317000
2020-03-23,113.720001,114.410004,108.610001,111.099998,111.099998,487900
2020-03-24,114.029999,116.970001,112.519997,116.349998,116.349998,407400
2020-03-25,121.639999,123.199997,118.459999,121.290001,121.290001,486900
2020-03-26,122.019997,126.559998,122.019997,126.339996,126.339996,377300
2020-03-27,125.099998,129.250000,125.010002,127.239998,127.239998,329700
2020-03-30,124.419998,125.290001,123.000000,125.220001,125.220001,274400
2020-03-31,120.199997,122.160004,119.550003,119.949997,119.949997,356600
2020-04-01,118.000000,119.330002,116.500000,116.709999,116.709999,398100
2020-04-02,115.910004,118.120003,115.720001,117.820000,117.820000,292600
2020-04-03,114.809998,115.690002,113.980003,115.000000,115.000000,337100
2020-04-06,120.000000,122.809998,119.400002,122.410004,122.410004,328200
2020-04-07,125.570000,125.669998,121.900002,121.900002,121.900002,239600
2020-04-08,123.169998,123.919998,121.750000,123.540001,123.540001,238900
2020-04-09,124.209999,124.839996,123.089996,123.410004,123.410004,216300
2020-04-13,121.750000,121.800003,120.180000,121.260002,121.260002,154300
2020-04-14,124.769997,125.250000,123.699997,124.639999,124.639999,297800
